iteration,time_out,hand_wrist_away,object_away,ep_len,mean_reward,voc,obj_pos_err,obj_rot_err,rw_err,lw_err,rf_err,lf_err,R_force_closure,R_object_kp,R_hand_kp,R_hand_joint,R_termination
163,0.9969,0.0,0.0031,288.96,42.66,1.0,0.0052,0.004,0.0166,0.0355,0.2218,0.1621,1.3308,0.0,0.1323,0.1293,-0.0008
164,0.9967,0.0,0.0033,258.86,38.17,1.0,0.0054,0.0055,0.0165,0.0355,0.2201,0.168,1.3525,0.0,0.1315,0.1285,-0.0006
165,0.9966,0.0,0.0034,271.23,39.92,1.0,0.0078,0.0112,0.0166,0.0365,0.2204,0.1905,1.2739,0.0,0.1264,0.1233,0.0
166,0.9968,0.0,0.0032,287.57,42.93,1.0,0.0064,0.0084,0.0167,0.0361,0.2198,0.1833,1.311,0.0,0.1308,0.1276,-0.0004
167,0.9966,0.0,0.0034,257.72,38.27,1.0,0.0064,0.0086,0.0165,0.0358,0.2195,0.1845,1.2849,0.0,0.127,0.1238,-0.0003
168,0.9968,0.0,0.0032,255.45,38.89,1.0,0.0075,0.0145,0.0165,0.0361,0.2189,0.203,1.238,0.0,0.1206,0.1174,-0.0004
169,0.9975,0.0,0.0025,276.91,41.67,1.0,0.0054,0.0065,0.0166,0.0355,0.2196,0.1753,1.3204,0.0,0.1296,0.1265,0.0
170,0.9985,0.0,0.0015,284.9,42.85,1.0,0.0071,0.0122,0.0167,0.0362,0.2195,0.1975,1.3731,0.0,0.132,0.1287,0.0
171,0.9987,0.0,0.0013,288.0,43.46,1.0,0.0064,0.0113,0.0165,0.036,0.22,0.1922,1.3745,0.0,0.1335,0.1303,0.0
172,0.9987,0.0,0.0013,273.56,40.4,1.0,0.006,0.0091,0.0168,0.0356,0.2193,0.1821,1.3482,0.0,0.1306,0.1275,-0.0004
173,0.9988,0.0,0.0012,250.25,37.95,1.0,0.0064,0.0103,0.0166,0.0361,0.2211,0.1892,1.3567,0.0,0.1313,0.1281,0.0
174,0.9986,0.0,0.0014,269.8,41.05,1.0,0.0074,0.0104,0.0166,0.0362,0.2204,0.1931,1.3436,0.0,0.1298,0.1266,-0.0005
175,0.9987,0.0,0.0013,252.3,38.05,1.0,0.007,0.011,0.0165,0.0356,0.2194,0.1927,1.3419,0.0,0.1283,0.1251,-0.0005
176,0.9985,0.0,0.0015,283.57,42.56,1.0,0.0074,0.0127,0.0165,0.0363,0.2202,0.2017,1.4482,0.0,0.1388,0.1353,0.0
177,0.9984,0.0,0.0016,261.0,39.36,1.0,0.008,0.0116,0.0167,0.0362,0.2196,0.1933,1.3196,0.0,0.1283,0.1249,-0.0012
178,0.9979,0.0,0.0021,279.66,41.69,1.0,0.0093,0.0161,0.0168,0.0363,0.2208,0.2083,1.3286,0.0,0.1291,0.1258,-0.0015
179,0.9976,0.0,0.0024,290.28,44.12,1.0,0.0092,0.0153,0.017,0.0369,0.2191,0.2095,1.313,0.0,0.1273,0.124,0.0
180,0.9978,0.0,0.0022,266.5,39.89,1.0,0.0095,0.0186,0.0163,0.0371,0.2215,0.2219,1.2837,0.0,0.1247,0.1213,0.0
181,0.9976,0.0,0.0024,292.8,45.83,1.0,0.0112,0.0182,0.017,0.0366,0.2198,0.2114,1.3504,0.0,0.1284,0.1249,-0.0031
182,0.9973,0.0,0.0027,284.15,43.38,1.0,0.0057,0.0081,0.0166,0.0353,0.2192,0.1785,1.3592,0.0,0.1324,0.1293,-0.0004
183,0.9973,0.0,0.0027,261.04,38.49,1.0,0.0066,0.0082,0.0167,0.0351,0.2196,0.179,1.3371,0.0,0.1315,0.1284,-0.001
184,0.9971,0.0,0.0029,256.57,38.11,1.0,0.0069,0.0109,0.0171,0.0357,0.2194,0.1907,1.3102,0.0,0.1271,0.1239,-0.0005
185,0.9977,0.0,0.0023,269.22,40.16,1.0,0.0059,0.0091,0.0165,0.0353,0.2183,0.1855,1.3703,0.0,0.132,0.1287,0.0
186,0.9977,0.0,0.0023,279.23,42.85,1.0,0.0083,0.0143,0.0166,0.0357,0.2186,0.2054,1.3791,0.0,0.1316,0.1283,-0.001
187,0.9974,0.0,0.0026,283.25,42.21,1.0,0.0062,0.0084,0.0164,0.0351,0.2192,0.1861,1.3982,0.0,0.1326,0.1292,-0.0005
188,0.9973,0.0,0.0027,259.86,38.18,1.0,0.0054,0.0077,0.0166,0.0349,0.2204,0.1827,1.3666,0.0,0.1321,0.1289,0.0
189,0.9973,0.0,0.0027,263.38,38.9,1.0,0.0071,0.0125,0.0167,0.0354,0.2184,0.1962,1.2985,0.0,0.1249,0.1217,-0.0006
190,0.9968,0.0,0.0032,282.84,43.18,1.0,0.0068,0.0087,0.0168,0.0354,0.2188,0.1858,1.3905,0.0,0.1339,0.1306,-0.0006
191,0.9969,0.0,0.0031,293.36,43.84,1.0,0.0075,0.0106,0.0167,0.0353,0.2192,0.1913,1.3813,0.0,0.1325,0.1292,-0.0007
192,0.9967,0.0,0.0033,261.93,40.14,1.0,0.0102,0.0149,0.0172,0.0363,0.2196,0.208,1.3056,0.0,0.1254,0.1221,-0.0021
193,0.9967,0.0,0.0033,281.75,42.75,1.0,0.0079,0.0164,0.0168,0.0361,0.2194,0.2137,1.3513,0.0,0.1299,0.1264,0.0
194,0.9968,0.0,0.0032,288.56,42.92,1.0,0.009,0.0141,0.0167,0.0357,0.218,0.2051,1.405,0.0,0.1344,0.131,-0.0014
195,0.9963,0.0,0.0037,282.72,43.06,1.0,0.0077,0.0107,0.0165,0.0352,0.2199,0.1925,1.3343,0.0,0.1285,0.1252,-0.0011
196,0.9961,0.0,0.0039,280.71,43.19,1.0,0.0071,0.013,0.0165,0.0354,0.219,0.1989,1.3388,0.0,0.1289,0.1256,0.0
197,0.9959,0.0,0.0041,305.6,47.51,1.0,0.007,0.012,0.0168,0.035,0.2178,0.1984,1.4225,0.0,0.1349,0.1314,-0.0004
198,0.9957,0.0,0.0043,291.52,44.59,1.0,0.0085,0.014,0.0168,0.0354,0.2189,0.2018,1.3492,0.0,0.1293,0.126,-0.0013
199,0.9956,0.0,0.0044,270.11,40.81,1.0,0.0063,0.0088,0.0166,0.0348,0.2166,0.1832,1.3329,0.0,0.1284,0.1252,-0.0006
200,0.996,0.0,0.004,264.36,40.0,1.0,0.0077,0.0109,0.0173,0.0352,0.2184,0.1931,1.3614,0.0,0.1303,0.1269,-0.0011
201,0.9952,0.0,0.0048,299.16,45.31,1.0,0.0078,0.0115,0.017,0.0355,0.2179,0.1911,1.415,0.0,0.1347,0.1314,-0.0011
202,0.9955,0.0,0.0045,281.27,42.46,1.0,0.0065,0.0111,0.0165,0.0351,0.2179,0.1933,1.4031,0.0,0.1344,0.1311,0.0
203,0.9953,0.0,0.0047,294.49,44.71,1.0,0.009,0.0156,0.0169,0.0355,0.2176,0.2041,1.3278,0.0,0.1277,0.1244,-0.0013
204,0.9955,0.0,0.0045,269.09,40.07,1.0,0.0079,0.0117,0.0171,0.0352,0.2179,0.1921,1.3777,0.0,0.1323,0.129,-0.0012
205,0.9955,0.0,0.0045,274.35,41.44,1.0,0.0071,0.0101,0.0169,0.0351,0.2179,0.1923,1.3891,0.0,0.1323,0.1291,0.0
206,0.995,0.0,0.005,275.13,41.88,1.0,0.0073,0.0085,0.0171,0.0342,0.2172,0.1803,1.3209,0.0,0.1276,0.1245,-0.0021
207,0.995,0.0,0.005,271.9,41.71,1.0,0.0056,0.0073,0.0167,0.0342,0.2175,0.174,1.3389,0.0,0.1299,0.1268,-0.0006
208,0.9947,0.0,0.0053,259.34,39.4,1.0,0.0057,0.0073,0.0171,0.0342,0.218,0.1789,1.3985,0.0,0.1331,0.1299,-0.0008
209,0.9949,0.0,0.0051,289.9,44.58,1.0,0.0056,0.0087,0.0167,0.0343,0.2172,0.1832,1.4112,0.0,0.134,0.1307,0.0
210,0.995,0.0,0.005,291.05,44.31,1.0,0.0069,0.0092,0.0168,0.0349,0.2164,0.1877,1.4024,0.0,0.1345,0.1311,-0.0005
211,0.9948,0.0,0.0052,273.67,41.66,1.0,0.0086,0.0142,0.0169,0.0354,0.217,0.2025,1.3502,0.0,0.1281,0.1247,-0.0014
212,0.9945,0.0,0.0055,264.77,40.35,1.0,0.0084,0.0147,0.0166,0.0352,0.2175,0.2068,1.3847,0.0,0.1308,0.1274,-0.0007
213,0.9947,0.0,0.0053,292.86,45.44,1.0,0.006,0.0083,0.0169,0.0343,0.217,0.1842,1.4158,0.0,0.1331,0.1298,-0.0004
214,0.9951,0.0,0.0049,277.65,41.54,1.0,0.0079,0.0155,0.0167,0.0355,0.2173,0.21,1.4013,0.0,0.1324,0.1289,0.0
215,0.9954,0.0,0.0046,279.25,43.07,1.0,0.0059,0.0095,0.0169,0.0345,0.2159,0.1869,1.3536,0.0,0.1307,0.1275,0.0
216,0.9955,0.0,0.0045,277.11,41.48,1.0,0.0099,0.0135,0.0172,0.0349,0.2166,0.2017,1.3056,0.0,0.1247,0.1215,-0.0027
217,0.995,0.0,0.005,296.44,45.22,1.0,0.0079,0.0143,0.0168,0.0349,0.2154,0.2069,1.4149,0.0,0.133,0.1295,-0.0005
218,0.9954,0.0,0.0046,274.77,41.96,1.0,0.0063,0.0099,0.0168,0.0343,0.2178,0.1868,1.347,0.0,0.1274,0.1242,-0.0005
219,0.9954,0.0,0.0046,307.36,46.55,1.0,0.0055,0.0055,0.0168,0.0336,0.2168,0.1723,1.4997,0.0,0.1425,0.1391,-0.0007
220,0.9952,0.0,0.0048,294.28,45.42,1.0,0.0072,0.0104,0.0168,0.0343,0.2166,0.1909,1.4172,0.0,0.1334,0.13,-0.0009
221,0.9955,0.0,0.0045,301.83,46.15,1.0,0.0076,0.0136,0.0171,0.0345,0.2168,0.2038,1.3375,0.0,0.128,0.1247,-0.0006
222,0.9956,0.0,0.0044,273.39,41.38,1.0,0.0073,0.0107,0.017,0.0344,0.2166,0.1875,1.4104,0.0,0.1336,0.1303,-0.0011
223,0.996,0.0,0.004,263.19,41.55,1.0,0.0064,0.0084,0.0171,0.0341,0.2152,0.1843,1.3419,0.0,0.126,0.1227,-0.0005
224,0.9958,0.0,0.0042,301.09,46.77,1.0,0.0062,0.0047,0.0171,0.0333,0.2168,0.1678,1.5017,0.0,0.1404,0.1371,-0.002
225,0.9956,0.0,0.0044,260.05,40.45,1.0,0.0072,0.0127,0.0169,0.0345,0.2157,0.204,1.3038,0.0,0.1229,0.1196,0.0
226,0.9954,0.0,0.0046,280.49,43.0,1.0,0.0074,0.0105,0.0169,0.0339,0.2152,0.1932,1.3158,0.0,0.1255,0.1223,-0.0011
227,0.9957,0.0,0.0043,280.54,43.63,1.0,0.0064,0.009,0.0169,0.0338,0.2159,0.1901,1.3864,0.0,0.1306,0.1273,0.0
228,0.996,0.0,0.004,275.24,41.93,1.0,0.0059,0.0093,0.0166,0.0336,0.2132,0.1869,1.3511,0.0,0.1286,0.1254,0.0
229,0.9962,0.0,0.0038,276.14,42.42,1.0,0.0086,0.0147,0.0167,0.0345,0.2132,0.2062,1.408,0.0,0.1324,0.1288,-0.0009
230,0.9961,0.0,0.0039,285.03,44.5,1.0,0.0077,0.0105,0.0171,0.0344,0.2143,0.191,1.469,0.0,0.1372,0.1337,-0.001
231,0.9961,0.0,0.0039,272.71,43.03,1.0,0.0081,0.0117,0.0169,0.0339,0.2131,0.1941,1.3199,0.0,0.1222,0.1188,-0.0015
232,0.9961,0.0,0.0039,310.54,48.43,1.0,0.0102,0.0197,0.0169,0.0352,0.212,0.2296,1.4698,0.0,0.1363,0.1325,-0.0008
233,0.9961,0.0,0.0039,281.34,43.77,1.0,0.0091,0.0152,0.0171,0.0342,0.2139,0.2067,1.4327,0.0,0.1337,0.1302,-0.0009
234,0.996,0.0,0.004,276.45,43.54,1.0,0.01,0.0187,0.0175,0.0349,0.2112,0.2198,1.4303,0.0,0.1317,0.128,-0.0012
235,0.9959,0.0,0.0041,271.71,42.29,1.0,0.0091,0.0164,0.0172,0.0343,0.2138,0.2085,1.3385,0.0,0.1259,0.1225,-0.0016
236,0.9964,0.0,0.0036,291.83,46.91,1.0,0.0056,0.0088,0.0167,0.0332,0.2128,0.181,1.4737,0.0,0.1354,0.132,0.0
237,0.996,0.0,0.004,286.95,43.48,1.0,0.0064,0.0067,0.017,0.033,0.213,0.1691,1.4436,0.0,0.1347,0.1315,-0.0019
238,0.996,0.0,0.004,290.37,45.37,1.0,0.0088,0.0128,0.017,0.0336,0.2129,0.1973,1.451,0.0,0.1335,0.13,-0.0019
239,0.9957,0.0,0.0043,269.61,42.17,1.0,0.0066,0.0082,0.017,0.033,0.2133,0.1783,1.405,0.0,0.1319,0.1286,-0.0011
240,0.9959,0.0,0.0041,271.1,41.76,1.0,0.0062,0.009,0.0172,0.0329,0.2124,0.1807,1.378,0.0,0.1279,0.1247,-0.0009
241,0.996,0.0,0.004,286.13,44.48,1.0,0.0074,0.0134,0.0171,0.0337,0.2119,0.2006,1.3637,0.0,0.1276,0.1242,-0.0004
242,0.9961,0.0,0.0039,282.39,42.97,1.0,0.007,0.0092,0.0173,0.0333,0.2116,0.1851,1.4767,0.0,0.1384,0.1349,-0.0009
243,0.9962,0.0,0.0038,257.73,40.26,1.0,0.0081,0.0128,0.0173,0.0331,0.2121,0.1945,1.4273,0.0,0.1318,0.1284,-0.0016
244,0.9956,0.0,0.0044,269.07,41.88,1.0,0.0107,0.0205,0.0168,0.0343,0.2104,0.2286,1.3841,0.0,0.1288,0.1252,-0.0014
245,0.9951,0.0,0.0049,297.6,46.88,1.0,0.0073,0.0118,0.0174,0.0334,0.2109,0.1929,1.4917,0.0,0.137,0.1336,-0.0011
246,0.9952,0.0,0.0048,278.42,43.48,1.0,0.0063,0.0103,0.0173,0.0333,0.2101,0.1927,1.3789,0.0,0.1264,0.123,0.0
247,0.9957,0.0,0.0043,264.33,40.98,1.0,0.0071,0.0102,0.0172,0.0332,0.2104,0.1914,1.4393,0.0,0.1329,0.1295,-0.0006
248,0.9962,0.0,0.0038,291.59,44.97,1.0,0.0095,0.0184,0.0172,0.0344,0.2121,0.219,1.4228,0.0,0.1318,0.1282,-0.0006
249,0.996,0.0,0.004,263.64,41.51,1.0,0.0069,0.0099,0.0172,0.0334,0.2117,0.1869,1.4235,0.0,0.1308,0.1275,-0.0008
250,0.9958,0.0,0.0042,309.25,49.18,1.0,0.0061,0.0104,0.0172,0.0328,0.2119,0.1887,1.5167,0.0,0.1381,0.1346,0.0
251,0.9959,0.0,0.0041,254.59,39.25,1.0,0.0071,0.0108,0.0173,0.0331,0.2118,0.1934,1.3469,0.0,0.1251,0.1218,-0.0005
252,0.9953,0.0,0.0047,297.93,47.43,1.0,0.01,0.0176,0.0175,0.0344,0.2122,0.2095,1.3634,0.0,0.1264,0.1229,-0.0017
253,0.995,0.0,0.005,269.38,42.65,1.0,0.008,0.0129,0.0174,0.0331,0.2111,0.1968,1.4634,0.0,0.1336,0.1301,-0.0011
254,0.9951,0.0,0.0049,275.53,42.65,1.0,0.0108,0.0167,0.0174,0.0335,0.2108,0.2016,1.3682,0.0,0.1267,0.1234,-0.0035
255,0.9944,0.0,0.0056,295.63,46.08,1.0,0.0111,0.0166,0.0182,0.0341,0.2123,0.2059,1.5279,0.0,0.1383,0.1346,-0.0027
256,0.9937,0.0,0.0063,288.3,44.92,1.0,0.0096,0.0155,0.0179,0.0336,0.2108,0.2092,1.3709,0.0,0.1273,0.124,-0.0019
257,0.9938,0.0,0.0062,267.15,42.14,1.0,0.0065,0.0101,0.0178,0.0328,0.2112,0.1896,1.4321,0.0,0.1312,0.1277,-0.0004
258,0.9941,0.0,0.0059,304.21,47.08,1.0,0.007,0.0107,0.0177,0.0331,0.212,0.1906,1.4512,0.0,0.1342,0.1307,-0.0003
259,0.9942,0.0,0.0058,285.96,45.0,1.0,0.0078,0.0121,0.0179,0.0326,0.2102,0.1875,1.4108,0.0,0.1302,0.1268,-0.0017
260,0.9942,0.0,0.0058,283.99,45.24,1.0,0.0085,0.0145,0.0178,0.0336,0.2098,0.204,1.4054,0.0,0.1283,0.1249,-0.0005
261,0.9939,0.0,0.0061,232.51,34.99,1.0,0.0087,0.0135,0.0179,0.0333,0.2097,0.2021,1.3629,0.0,0.125,0.1215,-0.0008
262,0.9936,0.0,0.0064,264.12,40.91,1.0,0.0064,0.0102,0.0178,0.0325,0.2103,0.1881,1.4622,0.0,0.1341,0.1306,-0.0004
263,0.9943,0.0,0.0057,268.25,40.84,1.0,0.0069,0.0104,0.0176,0.0326,0.2106,0.1891,1.3961,0.0,0.1296,0.1264,-0.0005
264,0.9944,0.0,0.0056,266.17,41.58,1.0,0.0086,0.0127,0.0182,0.0326,0.21,0.1943,1.2881,0.0,0.1206,0.1173,-0.0021
265,0.9938,0.0,0.0062,295.15,46.31,1.0,0.0097,0.0163,0.0176,0.0336,0.2111,0.2157,1.4649,0.0,0.1347,0.1309,-0.0009
266,0.9939,0.0,0.0061,301.0,48.2,1.0,0.0098,0.0184,0.0176,0.0336,0.209,0.2158,1.4507,0.0,0.1308,0.1272,-0.001
267,0.9938,0.0,0.0062,250.59,39.45,1.0,0.0097,0.0167,0.0178,0.0333,0.2095,0.2127,1.3646,0.0,0.1252,0.1217,-0.0015
268,0.9939,0.0,0.0061,285.07,46.15,1.0,0.0067,0.0117,0.0178,0.0326,0.2091,0.1912,1.4449,0.0,0.1302,0.1268,-0.0004
269,0.9946,0.0,0.0054,273.85,44.15,1.0,0.0076,0.015,0.0178,0.0332,0.21,0.2028,1.452,0.0,0.1308,0.1274,0.0
270,0.995,0.0,0.005,254.53,39.63,1.0,0.0081,0.0144,0.0179,0.0328,0.2086,0.203,1.3379,0.0,0.1241,0.1208,-0.0006
271,0.9948,0.0,0.0052,276.1,44.18,1.0,0.01,0.0209,0.0182,0.0338,0.2092,0.2247,1.4147,0.0,0.1292,0.1256,-0.001
272,0.995,0.0,0.005,272.94,42.45,1.0,0.0081,0.0152,0.0183,0.0331,0.2098,0.2055,1.3662,0.0,0.1261,0.1228,-0.0006
273,0.9954,0.0,0.0046,281.0,43.95,1.0,0.0134,0.028,0.0181,0.0345,0.2099,0.2572,1.4573,0.0,0.1325,0.1286,-0.0021
274,0.995,0.0,0.005,277.77,45.12,1.0,0.0083,0.0161,0.0181,0.033,0.2101,0.2095,1.4478,0.0,0.13,0.1263,-0.0004
275,0.9946,0.0,0.0054,290.87,46.21,1.0,0.011,0.0182,0.0181,0.0331,0.2092,0.2157,1.3961,0.0,0.1274,0.1238,-0.002
276,0.9944,0.0,0.0056,287.29,45.35,1.0,0.0073,0.0147,0.0179,0.0326,0.208,0.2045,1.4081,0.0,0.1283,0.1249,0.0
277,0.9957,0.0,0.0043,278.69,44.33,1.0,0.0086,0.0166,0.0179,0.0331,0.2091,0.2097,1.5543,0.0,0.1371,0.1333,-0.0006
278,0.9963,0.0,0.0037,271.64,43.27,1.0,0.0067,0.0124,0.0178,0.0322,0.2101,0.195,1.524,0.0,0.1368,0.1332,0.0
279,0.9962,0.0,0.0038,275.75,43.73,1.0,0.0096,0.0179,0.0179,0.0328,0.2105,0.2135,1.4415,0.0,0.1308,0.1273,-0.0013
280,0.9962,0.0,0.0038,263.52,41.61,1.0,0.0074,0.013,0.0179,0.0321,0.2093,0.1955,1.3847,0.0,0.1263,0.123,-0.0006
281,0.9959,0.0,0.0041,278.93,44.41,1.0,0.0063,0.0047,0.0184,0.0308,0.2083,0.1622,1.4384,0.0,0.1291,0.1259,-0.002
282,0.9958,0.0,0.0042,267.84,43.94,1.0,0.0061,0.0097,0.018,0.0317,0.2078,0.1876,1.4347,0.0,0.128,0.1246,0.0
283,0.9955,0.0,0.0045,252.45,39.92,1.0,0.0077,0.0116,0.0182,0.0318,0.2082,0.191,1.4311,0.0,0.1298,0.1265,-0.0013
284,0.9951,0.0,0.0049,273.51,43.42,1.0,0.0105,0.0157,0.0184,0.0325,0.2082,0.2071,1.4501,0.0,0.1314,0.1279,-0.002
285,0.9947,0.0,0.0053,251.6,40.33,1.0,0.0096,0.015,0.0183,0.0323,0.2078,0.2043,1.4398,0.0,0.1307,0.1271,-0.002
286,0.9945,0.0,0.0055,260.48,40.92,1.0,0.0073,0.0102,0.0182,0.0315,0.2092,0.1826,1.462,0.0,0.1319,0.1285,-0.0017
287,0.994,0.0,0.006,287.19,46.33,1.0,0.0079,0.0138,0.0183,0.0321,0.2071,0.204,1.5059,0.0,0.1348,0.1312,-0.0004
288,0.9939,0.0,0.0061,287.15,45.33,1.0,0.0078,0.0135,0.018,0.0318,0.2074,0.1952,1.4525,0.0,0.13,0.1266,-0.001
289,0.9935,0.0,0.0065,280.07,45.26,1.0,0.0089,0.0135,0.0186,0.032,0.2075,0.1964,1.4949,0.0,0.1327,0.1292,-0.0023
290,0.9932,0.0,0.0068,301.56,48.64,1.0,0.0102,0.0179,0.0189,0.0328,0.2053,0.2213,1.3946,0.0,0.1253,0.1218,-0.0013
291,0.9933,0.0,0.0067,257.58,40.72,1.0,0.0095,0.0176,0.0181,0.0322,0.2077,0.2128,1.4098,0.0,0.1274,0.1239,-0.0017
292,0.9925,0.0,0.0075,269.61,43.23,1.0,0.0093,0.013,0.0186,0.0321,0.2065,0.1937,1.3978,0.0,0.1263,0.1229,-0.0026
293,0.9931,0.0,0.0069,252.59,40.34,1.0,0.0081,0.0133,0.0186,0.0321,0.2064,0.2014,1.3884,0.0,0.125,0.1216,-0.0006
294,0.9927,0.0,0.0073,255.07,40.11,1.0,0.0125,0.0222,0.0183,0.0329,0.2078,0.2282,1.3946,0.0,0.1251,0.1216,-0.0029
295,0.9927,0.0,0.0073,276.63,43.88,1.0,0.0075,0.0126,0.0182,0.0315,0.2069,0.197,1.4421,0.0,0.1312,0.1279,-0.0008
296,0.9927,0.0,0.0073,255.23,41.39,1.0,0.0089,0.0165,0.0187,0.0319,0.2064,0.207,1.4395,0.0,0.1286,0.1252,-0.0015
297,0.9926,0.0,0.0074,252.61,40.98,1.0,0.0086,0.014,0.0185,0.0317,0.2067,0.2027,1.4645,0.0,0.1303,0.1269,-0.0013
298,0.993,0.0,0.007,264.83,42.48,1.0,0.0105,0.0188,0.0193,0.0322,0.2074,0.2154,1.4373,0.0,0.1293,0.1258,-0.0024
299,0.9934,0.0,0.0066,276.37,43.58,1.0,0.0104,0.0231,0.0183,0.0327,0.2051,0.2398,1.4194,0.0,0.1288,0.1251,-0.0005
300,0.9938,0.0,0.0062,290.93,47.35,1.0,0.0064,0.0111,0.0185,0.031,0.2064,0.1913,1.4562,0.0,0.1308,0.1274,0.0
301,0.9937,0.0,0.0063,266.44,43.73,1.0,0.0092,0.0167,0.0188,0.0316,0.2058,0.2084,1.4784,0.0,0.1316,0.128,-0.0016
302,0.9943,0.0,0.0057,270.21,43.71,1.0,0.008,0.0159,0.0186,0.0313,0.2069,0.2091,1.4913,0.0,0.1308,0.1272,-0.0004
303,0.9945,0.0,0.0055,305.33,50.6,1.0,0.0073,0.0138,0.0187,0.0312,0.2046,0.2054,1.5531,0.0,0.1353,0.1316,0.0
304,0.995,0.0,0.005,302.82,49.97,1.0,0.0089,0.0164,0.0185,0.0316,0.2051,0.2093,1.5333,0.0,0.1342,0.1305,-0.0011
305,0.9943,0.0,0.0057,276.19,45.03,1.0,0.0065,0.0065,0.019,0.0301,0.2045,0.1715,1.5237,0.0,0.1336,0.1302,-0.0015
306,0.9939,0.0,0.0061,280.68,45.25,1.0,0.0109,0.0198,0.019,0.0318,0.2048,0.217,1.4892,0.0,0.1316,0.128,-0.0024
307,0.9939,0.0,0.0061,293.51,47.07,1.0,0.0084,0.0175,0.0188,0.031,0.2055,0.2129,1.5217,0.0,0.135,0.1313,-0.0006
308,0.994,0.0,0.006,261.1,42.12,1.0,0.01,0.0229,0.0187,0.0322,0.2054,0.2304,1.4313,0.0,0.128,0.1244,-0.0005
309,0.9936,0.0,0.0064,282.43,46.11,1.0,0.0098,0.019,0.0188,0.0315,0.2059,0.2194,1.4673,0.0,0.1298,0.1261,-0.0012
310,0.9932,0.0,0.0068,267.89,44.51,1.0,0.0085,0.0144,0.0189,0.0306,0.2055,0.2007,1.553,0.0,0.1362,0.1325,-0.0014
311,0.9933,0.0,0.0067,282.31,46.61,1.0,0.0088,0.0164,0.0191,0.031,0.2051,0.2053,1.5989,0.0,0.1386,0.1347,-0.0015
312,0.9931,0.0,0.0069,254.95,41.18,1.0,0.0074,0.0125,0.0187,0.0306,0.2059,0.1961,1.4553,0.0,0.1286,0.125,-0.0007
313,0.9938,0.0,0.0062,267.25,42.94,1.0,0.0082,0.0128,0.0187,0.0301,0.2064,0.1915,1.4416,0.0,0.1294,0.126,-0.002
314,0.9938,0.0,0.0062,276.54,45.87,1.0,0.0089,0.0161,0.0189,0.0306,0.2046,0.2073,1.4226,0.0,0.1264,0.1229,-0.0016
315,0.994,0.0,0.006,285.37,47.17,1.0,0.0092,0.0197,0.0187,0.0314,0.2054,0.2273,1.4672,0.0,0.1291,0.1254,0.0
316,0.9942,0.0,0.0058,237.38,38.05,1.0,0.0098,0.0191,0.0188,0.031,0.2044,0.2202,1.4097,0.0,0.1235,0.1199,-0.0016
317,0.9935,0.0,0.0065,251.16,40.05,1.0,0.0101,0.0192,0.0192,0.0307,0.204,0.2098,1.4517,0.0,0.1278,0.1242,-0.0025
318,0.993,0.0,0.007,263.55,42.15,1.0,0.0105,0.0161,0.0198,0.0306,0.2055,0.2092,1.4467,0.0,0.1271,0.1236,-0.0032
319,0.9929,0.0,0.0071,274.95,44.39,1.0,0.0112,0.0245,0.0188,0.0318,0.2055,0.2482,1.4838,0.0,0.1299,0.1259,-0.0004
320,0.9929,0.0,0.0071,267.86,43.43,1.0,0.0094,0.02,0.0192,0.0311,0.2051,0.2259,1.4607,0.0,0.1278,0.1241,-0.0004
321,0.9927,0.0,0.0073,295.71,48.2,1.0,0.0088,0.0149,0.0191,0.0299,0.2052,0.199,1.5482,0.0,0.1351,0.1315,-0.0016
322,0.9925,0.0,0.0075,268.07,43.51,1.0,0.011,0.0209,0.0196,0.0304,0.2057,0.2218,1.4322,0.0,0.1268,0.1232,-0.0027
323,0.9923,0.0,0.0077,259.99,43.02,1.0,0.0072,0.0094,0.0192,0.0292,0.2059,0.1821,1.4479,0.0,0.1273,0.124,-0.0019
324,0.9922,0.0,0.0078,248.46,39.75,1.0,0.0108,0.0218,0.0191,0.031,0.2038,0.2305,1.3686,0.0,0.122,0.1184,-0.0014
325,0.9924,0.0,0.0076,276.3,45.17,1.0,0.009,0.0165,0.0193,0.0299,0.2038,0.2087,1.4785,0.0,0.1299,0.1263,-0.0015
326,0.9928,0.0,0.0072,263.44,42.69,1.0,0.0073,0.0133,0.0189,0.0296,0.2052,0.2007,1.4853,0.0,0.1312,0.1277,-0.0003
327,0.9928,0.0,0.0072,276.1,46.18,1.0,0.0072,0.0131,0.0188,0.029,0.2053,0.2024,1.4445,0.0,0.1259,0.1224,-0.0003
328,0.9933,0.0,0.0067,278.55,45.89,1.0,0.0072,0.0123,0.0188,0.0289,0.2046,0.197,1.4699,0.0,0.1291,0.1255,-0.0005
329,0.9936,0.0,0.0064,257.89,41.37,1.0,0.0099,0.0207,0.019,0.0301,0.2062,0.2257,1.4258,0.0,0.1244,0.1207,-0.001
330,0.9937,0.0,0.0063,266.21,44.62,1.0,0.01,0.0241,0.0187,0.0305,0.2045,0.2403,1.6314,0.0,0.1409,0.1367,0.0
331,0.9943,0.0,0.0057,273.02,44.78,1.0,0.0088,0.0177,0.0188,0.0297,0.2033,0.2153,1.5108,0.0,0.1322,0.1285,-0.0006
332,0.9941,0.0,0.0059,256.93,42.9,1.0,0.0092,0.0181,0.019,0.0293,0.204,0.2143,1.4165,0.0,0.1229,0.1193,-0.0012
